PLAY_ID,Play Name,Description,Play Type,Pyramid Level,Customer Lifecycle Stage,Free v. Paid,Tier (with CS Distintions),Receiving Persona,Initiating Role,Executing Role,Status,Current Document Location,,
PLAY-116,AI generated AI Readiness - ACE Service,ACE - building a semantic layer using an AI dictionary,"Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",ACE ,Launched to Field,,,
PLAY-117,Custom AI chat; dashboard specific - ACE Service,ACE - AI chat,"Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",ACE ,Launched to Field,,,
PLAY-118,Transaction Approval App - ACE Service,ACE - Transaction Review Editable Table; multi row column edits,"Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",ACE ,Launched to Field,,,
PLAY-119,Account updates and status meeting summaries - ACE Service,ACE - Table structures,"Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",ACE ,Launched to Field,,,
PLAY-120,Worforce Planning Tool - ACE Service,"Forecasting and planning part time and full time employees; hiring time and seasonality.  The Workforce Forecasting and Planning solution helps organizations optimize staffing by predicting the need for part-time and full-time employees based on hiring timelines, business demand, and seasonal patterns. By analyzing historical workforce data, operational peaks, and external factors such as holidays or market cycles, the system generates accurate forecasts that guide hiring decisions and scheduling. This ensures the right balance of staff availability to meet demand without overstaffing, reducing labor costs while maintaining service quality. The solution also accounts for lead times in recruiting and training, enabling proactive workforce planning. With data-driven insights into seasonality and employee utilization, businesses can better align staffing strategies with operational requirements, improving efficiency, employee satisfaction, and overall organizational performance.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",ACE ,Launched to Field,,,
PLAY-121,Retail Store performance - Custom App Development,"Inventory, floor inventory, sales, employee gamification - The Retail Store Performance solution provides a comprehensive view of store operations by integrating inventory management, sales performance, and employee engagement into a unified workflow. By monitoring both backroom and floor inventory, retailers can ensure optimal stock levels, reduce out-of-stocks, and improve product availability for customers. Sales data is analyzed in real time to highlight top-performing products, seasonal trends, and revenue drivers, enabling faster decision-making on promotions and merchandising. In addition, employee gamification features encourage staff participation in meeting sales goals and operational targets through incentives and recognition, boosting motivation and productivity. Together, these capabilities create a data-driven approach to retail management that improves efficiency, drives higher sales, and enhances both employee and customer satisfaction.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-122,Sales Forecasting Apps,"Custom Sales forecasting pro-code apps buit by Engineering Services; lead management; The Sales Forecasting Apps solution equips organizations with tools to predict future sales performance and optimize lead management through data-driven insights. By analyzing historical sales trends, pipeline health, and market conditions, the apps generate accurate forecasts that help sales leaders set realistic targets and allocate resources effectively. Integrated lead management ensures that opportunities are tracked from initial engagement through conversion, providing visibility into deal stages, win probabilities, and potential revenue. This approach improves forecasting accuracy, reduces blind spots in the pipeline, and enables proactive action on high-priority leads. With real-time dashboards and scenario modeling, sales teams can adapt strategies quickly, strengthen collaboration, and drive consistent revenue growth.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-123,Sales leader board Apps,"The Sales Leaderboard solution enhances sales team performance by providing a transparent and motivating view of individual and team achievements. By tracking key metrics such as revenue closed, pipeline generated, deals won, and activity levels, the leaderboard creates healthy competition and recognition across the sales organization. Real-time updates allow team members to see their ranking, celebrate top performers, and identify areas for improvement, while managers gain visibility into performance trends and goal attainment. Gamification elements such as badges, points, and rewards further engage the sales force, boosting morale and driving productivity. Ultimately, the leaderboard fosters accountability, encourages best-practice sharing, and aligns daily sales activities with overall business growth objectives.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-124,PDF export and pagnation reporting apps for financial institutions,"The PDF Export and Pagination Reporting Apps for Financial Institutions solution streamlines the creation and distribution of structured, regulatory-compliant reports. Financial institutions often require detailed, paginated documents for audits, compliance reviews, and client reporting. This solution enables teams to automatically generate polished PDF reports from dynamic data, complete with pagination, headers, footers, and formatting tailored to institutional standards.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-125,Manufacturing Processing of materials into product Apps,"The solution modernizes the movement of molten metal by replacing radios and spreadsheets with a mobile-first application that streamlines communication, task management, and data capture. Coordinators can assign routes to drivers through a simple drag-and-drop interface, which drivers accept on their mobile devices, providing real-time updates and notifications back to the coordinator. The system functions both online and offline, ensuring uninterrupted operations, while capturing historical data for every route to enable detailed performance analysis. By producing rich operational insights and visualizing them in Domo dashboards, the solution improves routing efficiency, enhances coordination, and drives continuous improvement across the process.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-126,Health care application to patient portal view network and benefit planning Apps,"The Health Care Application – Patient Portal for Network and Benefit Planning solution empowers patients with greater visibility and control over their healthcare options. Through an intuitive portal, patients can easily view provider networks, check eligibility, and compare benefits to make informed decisions about their care.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-127,Vehicle manufacturing planning Apps,"The Vehicle Manufacturing Planning solution enables automakers to efficiently manage production by tracking raw materials, supply availability, and manufacturing capacity. By analyzing inputs such as material flow, supplier performance, and inventory levels, the system can accurately forecast how many vehicles can be produced in a given month. This visibility allows production managers to anticipate constraints, adjust schedules, and optimize output. Additionally, the solution links production planning with downstream sales reporting, creating a closed-loop process that ensures manufacturing aligns with market demand. The result is a data-driven planning approach that reduces bottlenecks, improves supply chain coordination, and provides leadership with actionable insights into both production efficiency and sales impact.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-128,Traffic Analysis Apps,"To support effective consultations, the solution provided analysts with the ability to describe and explore complex traffic-related metrics and dynamics through a fully configurable map app. This app allows analysts to create tailor-made visualizations that highlight traffic performance and pinpoint problem areas, offering clear insights for clients. Multiple instances of the app can be deployed on Domo dashboards, where they integrate seamlessly with other data cards for deeper analysis. Additionally, users can toggle map layers on and off, enabling flexible exploration of data and customized views that adapt to different consultation needs. This approach delivers a powerful, interactive tool for visualizing and explaining traffic dynamics with clarity and precision.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-129,CSV Uploader App,"The solution streamlines the process of consolidating CSV files from across the organization, which previously arrived with inconsistent schemas, datatypes, and precisions. A CSV upload tool was developed that parses files through a simple UI, enabling users to map incoming columns to a master schema. The app then validates the data for type and precision accuracy before automatically appending it to the master dataset. This ensures consistency, accuracy, and efficiency in data integration, eliminating manual work and enabling the organization to maintain a unified, reliable dataset for analysis and reporting.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-130,Retail Operations Store Management - Custom App Development,"Retail store sales teams can spend over eight hours each week analyzing fragmented data from disparate systems, taking valuable time away from selling. The solution streamlined this by consolidating more than 2 million rows of data into a single, consumable interface. Through automated data capture and ETL processes, the app eliminated the need for paper and spreadsheets while delivering consistent, insightful visualizations tailored to each manager’s business needs. By enabling real-time access and quick reactions to performance data, the solution allowed top sellers to focus more on the retail floor engaging with customers, rather than wrangling data.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-131,Property Management Reporting Aops,"Companies face challenges with two evolving data sources generating duplicate operational data, requiring complex logic to identify a trusted source while ensuring users had access to accurate, daily updates. To address this, a robust application was developed that centralized backend logic to establish a single source of truth. An intuitive user interface was designed to make data consumption and creation simple, validated, and reliable, while diverse permission controls ensured that employees across the business could securely and appropriately interact with the data. This solution delivered trusted, up-to-date information that supported confident decision-making and streamlined operations.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-132,Retail Store Tracking Mobile - Custom App Development,"Regional managers overseeing brick-and-mortar retail stores struggled to track performance consistently due to fragmented processes and lack of a unified system. To solve this, a mobile app was developed that allows managers to initiate store evaluations for each reporting period, with inline metrics providing valuable context for every criterion. Surveys can be configured through an admin console, ensuring flexibility and standardization across stores. All collected data flows into Domo, where it is organized and actionable, enabling managers to monitor store performance more effectively, identify areas for improvement, and drive consistent operational excellence across locations.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-133,Video Streaming Portal App,"To create a differentiated market experience, a near real-time video streaming portal was developed that allowed audiences to view live tournaments in a highly interactive environment. The portal provided users with a selection of tournaments to watch while simultaneously streaming player and game performance metrics alongside the live video feed. This combination of video and data offered a richer, more engaging experience, enabling fans to not only watch the action but also analyze it in real time. Additionally, the platform allowed audiences to seamlessly toggle between tournaments, ensuring flexibility and an immersive viewing experience that set the product apart in its market.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-134,Outside Sales Operational Guidance & Commission App,"Outside sales representatives required timely answers, operational guidance, and accurate visibility into their compensation while in the field. To meet this need, a powerful app was developed that supports the entire salesforce, accommodating five levels of organizational hierarchy. The solution ingests and manages 51 datasets, keeping all information perfectly up to date with payment data. It also includes a commission calculator, enabling reps to instantly understand their earnings and incentives. Through close collaboration, annual updates to commission logic are seamlessly integrated, ensuring the app remains accurate and relevant. This streamlined tool empowers sales reps with real-time insights, improves motivation, and enhances operational efficiency.","Proactive Plays, Reactive Plays",Use Case Plays,"Onboard, Adopt, Expand",Paid,"Auto CSM, Corporate, Enterprise, ECMP","Business Leader, Admin, Analyst","Customer Success Manager, Account Executive",Engineering Services,Launched to Field,,,
PLAY-135,AI / Data Science Use Case: Marketing Attribution,"Data Science: Determine Last touch, first touch, or multi-touch marketing attribution from different media touch points. ",Proactive Plays,Use Case Plays,"Onboard, Adopt, Expand",Paid,"Corporate, Enterprise, ECMP","Business leader, Technologist, Analyst","Customer Success Manager, Account Executive",AI Labs / Data Science,Launched to Field,,,
